case_index,case_id,formula_id,benchmark,case_name,base_case_name,structure_type,expression,variables,true_variables,noise_level,noise_kind,repeat_seed,n_train,n_val,n_test,train_noise_sigma,val_noise_sigma,train_noisy_path,val_noisy_path,test_clean_path,train_clean_path,val_clean_path,split_dir
54,feynman_interaction__noise_0.01__seed_2,feynman_interaction,Feynman,feynman_interaction_noise_0.01,feynman_interaction,interaction,x1*x2 + 0.25*x3**2,x1|x2|x3,x1|x2|x3,0.01,relative_gaussian_y_train_val,2,512,256,1024,0.0134758426544825,0.0121279575990232,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.01__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.01__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.01__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.01__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.01__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.01__seed_2
61,srsd_exp_log__noise_0__seed_0,srsd_exp_log,SRSD,srsd_exp_log_noise_0,srsd_exp_log,exp_log,exp(0.3*x1) + log(abs(x2) + 2.0),x1|x2,x1|x2,0.0,relative_gaussian_y_train_val,0,512,256,1024,0.0,0.0,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0__seed_0
62,srsd_exp_log__noise_0__seed_1,srsd_exp_log,SRSD,srsd_exp_log_noise_0,srsd_exp_log,exp_log,exp(0.3*x1) + log(abs(x2) + 2.0),x1|x2,x1|x2,0.0,relative_gaussian_y_train_val,1,512,256,1024,0.0,0.0,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0__seed_1
63,srsd_exp_log__noise_0__seed_2,srsd_exp_log,SRSD,srsd_exp_log_noise_0,srsd_exp_log,exp_log,exp(0.3*x1) + log(abs(x2) + 2.0),x1|x2,x1|x2,0.0,relative_gaussian_y_train_val,2,512,256,1024,0.0,0.0,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0__seed_2
64,srsd_exp_log__noise_0.001__seed_0,srsd_exp_log,SRSD,srsd_exp_log_noise_0.001,srsd_exp_log,exp_log,exp(0.3*x1) + log(abs(x2) + 2.0),x1|x2,x1|x2,0.001,relative_gaussian_y_train_val,0,512,256,1024,0.0004023933591024,0.000426236137969,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.001__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.001__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.001__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.001__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.001__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.001__seed_0
65,srsd_exp_log__noise_0.001__seed_1,srsd_exp_log,SRSD,srsd_exp_log_noise_0.001,srsd_exp_log,exp_log,exp(0.3*x1) + log(abs(x2) + 2.0),x1|x2,x1|x2,0.001,relative_gaussian_y_train_val,1,512,256,1024,0.0004056612907246,0.0004268756805035,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.001__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.001__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.001__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.001__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.001__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.001__seed_1
66,srsd_exp_log__noise_0.001__seed_2,srsd_exp_log,SRSD,srsd_exp_log_noise_0.001,srsd_exp_log,exp_log,exp(0.3*x1) + log(abs(x2) + 2.0),x1|x2,x1|x2,0.001,relative_gaussian_y_train_val,2,512,256,1024,0.00041319804974,0.0003931150691653,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.001__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.001__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.001__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.001__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.001__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.001__seed_2
67,srsd_exp_log__noise_0.01__seed_0,srsd_exp_log,SRSD,srsd_exp_log_noise_0.01,srsd_exp_log,exp_log,exp(0.3*x1) + log(abs(x2) + 2.0),x1|x2,x1|x2,0.01,relative_gaussian_y_train_val,0,512,256,1024,0.0042339887499991,0.0038550869757807,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_0
68,srsd_exp_log__noise_0.01__seed_1,srsd_exp_log,SRSD,srsd_exp_log_noise_0.01,srsd_exp_log,exp_log,exp(0.3*x1) + log(abs(x2) + 2.0),x1|x2,x1|x2,0.01,relative_gaussian_y_train_val,1,512,256,1024,0.0041617098668708,0.0040389583018994,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_1
69,srsd_exp_log__noise_0.01__seed_2,srsd_exp_log,SRSD,srsd_exp_log_noise_0.01,srsd_exp_log,exp_log,exp(0.3*x1) + log(abs(x2) + 2.0),x1|x2,x1|x2,0.01,relative_gaussian_y_train_val,2,512,256,1024,0.0043207426279853,0.0041859217264527,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_2
76,srsd_nested__noise_0__seed_0,srsd_nested,SRSD,srsd_nested_noise_0,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,0,512,256,1024,0.0,0.0,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_0
77,srsd_nested__noise_0__seed_1,srsd_nested,SRSD,srsd_nested_noise_0,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,1,512,256,1024,0.0,0.0,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_1
78,srsd_nested__noise_0__seed_2,srsd_nested,SRSD,srsd_nested_noise_0,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,2,512,256,1024,0.0,0.0,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_2
79,srsd_nested__noise_0.001__seed_0,srsd_nested,SRSD,srsd_nested_noise_0.001,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,0,512,256,1024,0.0003974105870781,0.0003960862820811,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_0
80,srsd_nested__noise_0.001__seed_1,srsd_nested,SRSD,srsd_nested_noise_0.001,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,1,512,256,1024,0.0003881406695525,0.0003826765869824,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_1
81,srsd_nested__noise_0.001__seed_2,srsd_nested,SRSD,srsd_nested_noise_0.001,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,2,512,256,1024,0.0003921294940714,0.0003917048111927,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_2
82,srsd_nested__noise_0.01__seed_0,srsd_nested,SRSD,srsd_nested_noise_0.01,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.01,relative_gaussian_y_train_val,0,512,256,1024,0.003652554330608,0.0041820876173289,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_0
83,srsd_nested__noise_0.01__seed_1,srsd_nested,SRSD,srsd_nested_noise_0.01,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.01,relative_gaussian_y_train_val,1,512,256,1024,0.0038619176272503,0.0038500126577319,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_1
84,srsd_nested__noise_0.01__seed_2,srsd_nested,SRSD,srsd_nested_noise_0.01,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.01,relative_gaussian_y_train_val,2,512,256,1024,0.0039527344843535,0.0037149409657158,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_2
91,realistic_decay__noise_0__seed_0,realistic_decay,Realistic,realistic_decay_noise_0,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,0,512,256,1024,0.0,0.0,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_0
92,realistic_decay__noise_0__seed_1,realistic_decay,Realistic,realistic_decay_noise_0,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,1,512,256,1024,0.0,0.0,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_1
93,realistic_decay__noise_0__seed_2,realistic_decay,Realistic,realistic_decay_noise_0,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,2,512,256,1024,0.0,0.0,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_2
94,realistic_decay__noise_0.001__seed_0,realistic_decay,Realistic,realistic_decay_noise_0.001,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,0,512,256,1024,0.0006425956509312,0.0006082902624181,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_0
95,realistic_decay__noise_0.001__seed_1,realistic_decay,Realistic,realistic_decay_noise_0.001,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,1,512,256,1024,0.0006425052353098,0.0006151835717301,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_1
96,realistic_decay__noise_0.001__seed_2,realistic_decay,Realistic,realistic_decay_noise_0.001,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,2,512,256,1024,0.0006250179984053,0.0006278129785988,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_2
97,realistic_decay__noise_0.01__seed_0,realistic_decay,Realistic,realistic_decay_noise_0.01,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.01,relative_gaussian_y_train_val,0,512,256,1024,0.0063594516092946,0.0059710093418746,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_0
98,realistic_decay__noise_0.01__seed_1,realistic_decay,Realistic,realistic_decay_noise_0.01,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.01,relative_gaussian_y_train_val,1,512,256,1024,0.0063580083329121,0.006552638934462,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_1
99,realistic_decay__noise_0.01__seed_2,realistic_decay,Realistic,realistic_decay_noise_0.01,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.01,relative_gaussian_y_train_val,2,512,256,1024,0.0063009807689212,0.00623880778504,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_2
106,realistic_sensor__noise_0__seed_0,realistic_sensor,Realistic,realistic_sensor_noise_0,realistic_sensor,mixed_smooth,log(abs(x1) + 2.0) + 0.35*x2**2 - 0.2*cos(x3),x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,0,512,256,1024,0.0,0.0,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0__seed_0
107,realistic_sensor__noise_0__seed_1,realistic_sensor,Realistic,realistic_sensor_noise_0,realistic_sensor,mixed_smooth,log(abs(x1) + 2.0) + 0.35*x2**2 - 0.2*cos(x3),x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,1,512,256,1024,0.0,0.0,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0__seed_1
108,realistic_sensor__noise_0__seed_2,realistic_sensor,Realistic,realistic_sensor_noise_0,realistic_sensor,mixed_smooth,log(abs(x1) + 2.0) + 0.35*x2**2 - 0.2*cos(x3),x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,2,512,256,1024,0.0,0.0,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0__seed_2
109,realistic_sensor__noise_0.001__seed_0,realistic_sensor,Realistic,realistic_sensor_noise_0.001,realistic_sensor,mixed_smooth,log(abs(x1) + 2.0) + 0.35*x2**2 - 0.2*cos(x3),x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,0,512,256,1024,0.0004431135428605,0.0004800019895541,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0.001__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0.001__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0.001__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0.001__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0.001__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0.001__seed_0
110,realistic_sensor__noise_0.001__seed_1,realistic_sensor,Realistic,realistic_sensor_noise_0.001,realistic_sensor,mixed_smooth,log(abs(x1) + 2.0) + 0.35*x2**2 - 0.2*cos(x3),x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,1,512,256,1024,0.0004683190591671,0.0004537438989913,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0.001__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0.001__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0.001__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0.001__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0.001__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0.001__seed_1
111,realistic_sensor__noise_0.001__seed_2,realistic_sensor,Realistic,realistic_sensor_noise_0.001,realistic_sensor,mixed_smooth,log(abs(x1) + 2.0) + 0.35*x2**2 - 0.2*cos(x3),x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,2,512,256,1024,0.0004559179791039,0.0004608185151811,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0.001__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0.001__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0.001__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0.001__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0.001__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/realistic_sensor__noise_0.001__seed_2
