case_index,case_id,formula_id,benchmark,case_name,base_case_name,structure_type,expression,variables,true_variables,noise_level,noise_kind,repeat_seed,n_train,n_val,n_test,train_noise_sigma,val_noise_sigma,train_noisy_path,val_noisy_path,test_clean_path,train_clean_path,val_clean_path,split_dir
68,srsd_exp_log__noise_0.01__seed_1,srsd_exp_log,SRSD,srsd_exp_log_noise_0.01,srsd_exp_log,exp_log,exp(0.3*x1) + log(abs(x2) + 2.0),x1|x2,x1|x2,0.01,relative_gaussian_y_train_val,1,512,256,1024,0.004161709866870899,0.004038958301899424,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_1
69,srsd_exp_log__noise_0.01__seed_2,srsd_exp_log,SRSD,srsd_exp_log_noise_0.01,srsd_exp_log,exp_log,exp(0.3*x1) + log(abs(x2) + 2.0),x1|x2,x1|x2,0.01,relative_gaussian_y_train_val,2,512,256,1024,0.004320742627985385,0.004185921726452711,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.01__seed_2
70,srsd_exp_log__noise_0.05__seed_0,srsd_exp_log,SRSD,srsd_exp_log_noise_0.05,srsd_exp_log,exp_log,exp(0.3*x1) + log(abs(x2) + 2.0),x1|x2,x1|x2,0.05,relative_gaussian_y_train_val,0,512,256,1024,0.020673270226522038,0.020012069578052908,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.05__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.05__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.05__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.05__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.05__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.05__seed_0
71,srsd_exp_log__noise_0.05__seed_1,srsd_exp_log,SRSD,srsd_exp_log_noise_0.05,srsd_exp_log,exp_log,exp(0.3*x1) + log(abs(x2) + 2.0),x1|x2,x1|x2,0.05,relative_gaussian_y_train_val,1,512,256,1024,0.020890335333149233,0.020120592051056468,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.05__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.05__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.05__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.05__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.05__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.05__seed_1
72,srsd_exp_log__noise_0.05__seed_2,srsd_exp_log,SRSD,srsd_exp_log_noise_0.05,srsd_exp_log,exp_log,exp(0.3*x1) + log(abs(x2) + 2.0),x1|x2,x1|x2,0.05,relative_gaussian_y_train_val,2,512,256,1024,0.021537070839684747,0.02136971566357496,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.05__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.05__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.05__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.05__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.05__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.05__seed_2
73,srsd_exp_log__noise_0.1__seed_0,srsd_exp_log,SRSD,srsd_exp_log_noise_0.1,srsd_exp_log,exp_log,exp(0.3*x1) + log(abs(x2) + 2.0),x1|x2,x1|x2,0.1,relative_gaussian_y_train_val,0,512,256,1024,0.040251707063831695,0.04275501110282216,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.1__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.1__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.1__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.1__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.1__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.1__seed_0
74,srsd_exp_log__noise_0.1__seed_1,srsd_exp_log,SRSD,srsd_exp_log_noise_0.1,srsd_exp_log,exp_log,exp(0.3*x1) + log(abs(x2) + 2.0),x1|x2,x1|x2,0.1,relative_gaussian_y_train_val,1,512,256,1024,0.041641954196121655,0.04203998949210891,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.1__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.1__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.1__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.1__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.1__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.1__seed_1
75,srsd_exp_log__noise_0.1__seed_2,srsd_exp_log,SRSD,srsd_exp_log_noise_0.1,srsd_exp_log,exp_log,exp(0.3*x1) + log(abs(x2) + 2.0),x1|x2,x1|x2,0.1,relative_gaussian_y_train_val,2,512,256,1024,0.04262436475729495,0.03947504038823145,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.1__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.1__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.1__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.1__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.1__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_exp_log__noise_0.1__seed_2
76,srsd_nested__noise_0__seed_0,srsd_nested,SRSD,srsd_nested_noise_0,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,0,512,256,1024,0.0,0.0,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_0
77,srsd_nested__noise_0__seed_1,srsd_nested,SRSD,srsd_nested_noise_0,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,1,512,256,1024,0.0,0.0,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_1
78,srsd_nested__noise_0__seed_2,srsd_nested,SRSD,srsd_nested_noise_0,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,2,512,256,1024,0.0,0.0,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0__seed_2
79,srsd_nested__noise_0.001__seed_0,srsd_nested,SRSD,srsd_nested_noise_0.001,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,0,512,256,1024,0.0003974105870781814,0.00039608628208116195,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_0
80,srsd_nested__noise_0.001__seed_1,srsd_nested,SRSD,srsd_nested_noise_0.001,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,1,512,256,1024,0.00038814066955250673,0.00038267658698245226,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_1
81,srsd_nested__noise_0.001__seed_2,srsd_nested,SRSD,srsd_nested_noise_0.001,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,2,512,256,1024,0.0003921294940714264,0.00039170481119275434,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.001__seed_2
82,srsd_nested__noise_0.01__seed_0,srsd_nested,SRSD,srsd_nested_noise_0.01,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.01,relative_gaussian_y_train_val,0,512,256,1024,0.003652554330608084,0.004182087617328918,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_0
83,srsd_nested__noise_0.01__seed_1,srsd_nested,SRSD,srsd_nested_noise_0.01,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.01,relative_gaussian_y_train_val,1,512,256,1024,0.003861917627250317,0.0038500126577319443,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_1
84,srsd_nested__noise_0.01__seed_2,srsd_nested,SRSD,srsd_nested_noise_0.01,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.01,relative_gaussian_y_train_val,2,512,256,1024,0.0039527344843535706,0.0037149409657158262,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.01__seed_2
85,srsd_nested__noise_0.05__seed_0,srsd_nested,SRSD,srsd_nested_noise_0.05,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.05,relative_gaussian_y_train_val,0,512,256,1024,0.019587772807666687,0.017958438217338436,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.05__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.05__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.05__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.05__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.05__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.05__seed_0
86,srsd_nested__noise_0.05__seed_1,srsd_nested,SRSD,srsd_nested_noise_0.05,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.05,relative_gaussian_y_train_val,1,512,256,1024,0.020426124890276162,0.020242312120317702,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.05__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.05__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.05__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.05__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.05__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.05__seed_1
87,srsd_nested__noise_0.05__seed_2,srsd_nested,SRSD,srsd_nested_noise_0.05,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.05,relative_gaussian_y_train_val,2,512,256,1024,0.01865222816880587,0.020666325083000734,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.05__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.05__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.05__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.05__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.05__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.05__seed_2
88,srsd_nested__noise_0.1__seed_0,srsd_nested,SRSD,srsd_nested_noise_0.1,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.1,relative_gaussian_y_train_val,0,512,256,1024,0.038387077748114146,0.041521039126399005,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.1__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.1__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.1__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.1__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.1__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.1__seed_0
89,srsd_nested__noise_0.1__seed_1,srsd_nested,SRSD,srsd_nested_noise_0.1,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.1,relative_gaussian_y_train_val,1,512,256,1024,0.03665034008478553,0.038554956466298744,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.1__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.1__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.1__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.1__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.1__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.1__seed_1
90,srsd_nested__noise_0.1__seed_2,srsd_nested,SRSD,srsd_nested_noise_0.1,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.1,relative_gaussian_y_train_val,2,512,256,1024,0.03921968977561548,0.0369799769651367,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.1__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.1__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.1__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.1__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.1__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/srsd_nested__noise_0.1__seed_2
91,realistic_decay__noise_0__seed_0,realistic_decay,Realistic,realistic_decay_noise_0,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,0,512,256,1024,0.0,0.0,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_0
92,realistic_decay__noise_0__seed_1,realistic_decay,Realistic,realistic_decay_noise_0,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,1,512,256,1024,0.0,0.0,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_1
93,realistic_decay__noise_0__seed_2,realistic_decay,Realistic,realistic_decay_noise_0,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,2,512,256,1024,0.0,0.0,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0__seed_2
94,realistic_decay__noise_0.001__seed_0,realistic_decay,Realistic,realistic_decay_noise_0.001,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,0,512,256,1024,0.0006425956509312735,0.0006082902624181852,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_0
95,realistic_decay__noise_0.001__seed_1,realistic_decay,Realistic,realistic_decay_noise_0.001,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,1,512,256,1024,0.0006425052353098492,0.0006151835717301418,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_1
96,realistic_decay__noise_0.001__seed_2,realistic_decay,Realistic,realistic_decay_noise_0.001,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,2,512,256,1024,0.0006250179984053757,0.0006278129785988,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.001__seed_2
97,realistic_decay__noise_0.01__seed_0,realistic_decay,Realistic,realistic_decay_noise_0.01,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.01,relative_gaussian_y_train_val,0,512,256,1024,0.006359451609294658,0.005971009341874602,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_0
98,realistic_decay__noise_0.01__seed_1,realistic_decay,Realistic,realistic_decay_noise_0.01,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.01,relative_gaussian_y_train_val,1,512,256,1024,0.006358008332912132,0.006552638934462038,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_1
99,realistic_decay__noise_0.01__seed_2,realistic_decay,Realistic,realistic_decay_noise_0.01,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.01,relative_gaussian_y_train_val,2,512,256,1024,0.006300980768921292,0.006238807785040057,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.01__seed_2
100,realistic_decay__noise_0.05__seed_0,realistic_decay,Realistic,realistic_decay_noise_0.05,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.05,relative_gaussian_y_train_val,0,512,256,1024,0.03185506721486729,0.031331049168406934,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.05__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.05__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.05__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.05__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.05__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.05__seed_0
101,realistic_decay__noise_0.05__seed_1,realistic_decay,Realistic,realistic_decay_noise_0.05,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.05,relative_gaussian_y_train_val,1,512,256,1024,0.03259423564296741,0.032468779887029224,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.05__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.05__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.05__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.05__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.05__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/realistic_decay__noise_0.05__seed_1
