case_index,case_id,formula_id,benchmark,case_name,base_case_name,structure_type,expression,variables,true_variables,noise_level,noise_kind,repeat_seed,n_train,n_val,n_test,train_noise_sigma,val_noise_sigma,train_noisy_path,val_noisy_path,test_clean_path,train_clean_path,val_clean_path,split_dir
117,srsd_nested__noise_0.1__seed_1,srsd_nested,SRSD,srsd_nested_noise_0.1,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.1,relative_gaussian_y_train_val,1,512,256,1024,0.03910156867166255,0.03810298045798963,data/noise_robustness_metric_v2/splits/srsd_nested__noise_0.1__seed_1/train_noisy.csv,data/noise_robustness_metric_v2/splits/srsd_nested__noise_0.1__seed_1/val_noisy.csv,data/noise_robustness_metric_v2/splits/srsd_nested__noise_0.1__seed_1/test_clean.csv,data/noise_robustness_metric_v2/splits/srsd_nested__noise_0.1__seed_1/train_clean.csv,data/noise_robustness_metric_v2/splits/srsd_nested__noise_0.1__seed_1/val_clean.csv,data/noise_robustness_metric_v2/splits/srsd_nested__noise_0.1__seed_1
118,srsd_nested__noise_0.1__seed_2,srsd_nested,SRSD,srsd_nested_noise_0.1,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.1,relative_gaussian_y_train_val,2,512,256,1024,0.03811838347395334,0.03865501759817824,data/noise_robustness_metric_v2/splits/srsd_nested__noise_0.1__seed_2/train_noisy.csv,data/noise_robustness_metric_v2/splits/srsd_nested__noise_0.1__seed_2/val_noisy.csv,data/noise_robustness_metric_v2/splits/srsd_nested__noise_0.1__seed_2/test_clean.csv,data/noise_robustness_metric_v2/splits/srsd_nested__noise_0.1__seed_2/train_clean.csv,data/noise_robustness_metric_v2/splits/srsd_nested__noise_0.1__seed_2/val_clean.csv,data/noise_robustness_metric_v2/splits/srsd_nested__noise_0.1__seed_2
119,srsd_nested__noise_0.1__seed_3,srsd_nested,SRSD,srsd_nested_noise_0.1,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.1,relative_gaussian_y_train_val,3,512,256,1024,0.038292971748426725,0.039119412005734905,data/noise_robustness_metric_v2/splits/srsd_nested__noise_0.1__seed_3/train_noisy.csv,data/noise_robustness_metric_v2/splits/srsd_nested__noise_0.1__seed_3/val_noisy.csv,data/noise_robustness_metric_v2/splits/srsd_nested__noise_0.1__seed_3/test_clean.csv,data/noise_robustness_metric_v2/splits/srsd_nested__noise_0.1__seed_3/train_clean.csv,data/noise_robustness_metric_v2/splits/srsd_nested__noise_0.1__seed_3/val_clean.csv,data/noise_robustness_metric_v2/splits/srsd_nested__noise_0.1__seed_3
120,srsd_nested__noise_0.1__seed_4,srsd_nested,SRSD,srsd_nested_noise_0.1,srsd_nested,function_composition,sin(x1*x2)/(1 + x3**2),x1|x2|x3,x1|x2|x3,0.1,relative_gaussian_y_train_val,4,512,256,1024,0.038645393106228255,0.03634244092745399,data/noise_robustness_metric_v2/splits/srsd_nested__noise_0.1__seed_4/train_noisy.csv,data/noise_robustness_metric_v2/splits/srsd_nested__noise_0.1__seed_4/val_noisy.csv,data/noise_robustness_metric_v2/splits/srsd_nested__noise_0.1__seed_4/test_clean.csv,data/noise_robustness_metric_v2/splits/srsd_nested__noise_0.1__seed_4/train_clean.csv,data/noise_robustness_metric_v2/splits/srsd_nested__noise_0.1__seed_4/val_clean.csv,data/noise_robustness_metric_v2/splits/srsd_nested__noise_0.1__seed_4
121,realistic_decay__noise_0__seed_0,realistic_decay,Realistic,realistic_decay_noise_0,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,0,512,256,1024,0.0,0.0,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_0/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_0/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_0/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_0/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_0/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_0
122,realistic_decay__noise_0__seed_1,realistic_decay,Realistic,realistic_decay_noise_0,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,1,512,256,1024,0.0,0.0,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_1/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_1/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_1/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_1/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_1/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_1
123,realistic_decay__noise_0__seed_2,realistic_decay,Realistic,realistic_decay_noise_0,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,2,512,256,1024,0.0,0.0,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_2/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_2/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_2/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_2/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_2/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_2
124,realistic_decay__noise_0__seed_3,realistic_decay,Realistic,realistic_decay_noise_0,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,3,512,256,1024,0.0,0.0,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_3/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_3/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_3/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_3/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_3/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_3
125,realistic_decay__noise_0__seed_4,realistic_decay,Realistic,realistic_decay_noise_0,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,4,512,256,1024,0.0,0.0,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_4/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_4/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_4/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_4/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_4/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0__seed_4
126,realistic_decay__noise_0.001__seed_0,realistic_decay,Realistic,realistic_decay_noise_0.001,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,0,512,256,1024,0.000610313956195924,0.0006254116796209799,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_0/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_0/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_0/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_0/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_0/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_0
127,realistic_decay__noise_0.001__seed_1,realistic_decay,Realistic,realistic_decay_noise_0.001,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,1,512,256,1024,0.000650317093379372,0.0005874503848537071,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_1/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_1/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_1/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_1/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_1/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_1
128,realistic_decay__noise_0.001__seed_2,realistic_decay,Realistic,realistic_decay_noise_0.001,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,2,512,256,1024,0.0006299209335819177,0.0006332922183967349,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_2/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_2/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_2/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_2/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_2/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_2
129,realistic_decay__noise_0.001__seed_3,realistic_decay,Realistic,realistic_decay_noise_0.001,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,3,512,256,1024,0.0006316136374236737,0.0006353537677326377,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_3/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_3/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_3/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_3/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_3/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_3
130,realistic_decay__noise_0.001__seed_4,realistic_decay,Realistic,realistic_decay_noise_0.001,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,4,512,256,1024,0.0006371509202834544,0.0006287389194217266,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_4/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_4/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_4/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_4/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_4/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.001__seed_4
131,realistic_decay__noise_0.01__seed_0,realistic_decay,Realistic,realistic_decay_noise_0.01,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.01,relative_gaussian_y_train_val,0,512,256,1024,0.006415085158973439,0.006501665397430152,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_0/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_0/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_0/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_0/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_0/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_0
132,realistic_decay__noise_0.01__seed_1,realistic_decay,Realistic,realistic_decay_noise_0.01,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.01,relative_gaussian_y_train_val,1,512,256,1024,0.006303419129493219,0.006064660154136018,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_1/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_1/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_1/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_1/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_1/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_1
133,realistic_decay__noise_0.01__seed_2,realistic_decay,Realistic,realistic_decay_noise_0.01,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.01,relative_gaussian_y_train_val,2,512,256,1024,0.006447035687469463,0.00656874318658704,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_2/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_2/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_2/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_2/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_2/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_2
134,realistic_decay__noise_0.01__seed_3,realistic_decay,Realistic,realistic_decay_noise_0.01,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.01,relative_gaussian_y_train_val,3,512,256,1024,0.006331076935355689,0.006449048759898105,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_3/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_3/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_3/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_3/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_3/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_3
135,realistic_decay__noise_0.01__seed_4,realistic_decay,Realistic,realistic_decay_noise_0.01,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.01,relative_gaussian_y_train_val,4,512,256,1024,0.006405106849844953,0.006041334903576817,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_4/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_4/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_4/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_4/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_4/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.01__seed_4
136,realistic_decay__noise_0.1__seed_0,realistic_decay,Realistic,realistic_decay_noise_0.1,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.1,relative_gaussian_y_train_val,0,512,256,1024,0.06378770790140277,0.06339888752106287,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_0/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_0/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_0/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_0/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_0/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_0
137,realistic_decay__noise_0.1__seed_1,realistic_decay,Realistic,realistic_decay_noise_0.1,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.1,relative_gaussian_y_train_val,1,512,256,1024,0.06411803951832984,0.06018712856069758,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_1/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_1/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_1/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_1/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_1/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_1
138,realistic_decay__noise_0.1__seed_2,realistic_decay,Realistic,realistic_decay_noise_0.1,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.1,relative_gaussian_y_train_val,2,512,256,1024,0.06348090107815528,0.06237690953382285,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_2/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_2/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_2/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_2/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_2/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_2
139,realistic_decay__noise_0.1__seed_3,realistic_decay,Realistic,realistic_decay_noise_0.1,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.1,relative_gaussian_y_train_val,3,512,256,1024,0.06495934372562742,0.06562865848915667,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_3/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_3/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_3/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_3/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_3/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_3
140,realistic_decay__noise_0.1__seed_4,realistic_decay,Realistic,realistic_decay_noise_0.1,realistic_decay,exp_trig,exp(-0.25*abs(x1))*sin(x2) + 0.15*x3,x1|x2|x3,x1|x2|x3,0.1,relative_gaussian_y_train_val,4,512,256,1024,0.06458975972996345,0.06030713076622396,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_4/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_4/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_4/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_4/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_4/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_decay__noise_0.1__seed_4
141,realistic_sensor__noise_0__seed_0,realistic_sensor,Realistic,realistic_sensor_noise_0,realistic_sensor,mixed_smooth,log(abs(x1) + 2.0) + 0.35*x2**2 - 0.2*cos(x3),x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,0,512,256,1024,0.0,0.0,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_0/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_0/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_0/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_0/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_0/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_0
142,realistic_sensor__noise_0__seed_1,realistic_sensor,Realistic,realistic_sensor_noise_0,realistic_sensor,mixed_smooth,log(abs(x1) + 2.0) + 0.35*x2**2 - 0.2*cos(x3),x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,1,512,256,1024,0.0,0.0,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_1/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_1/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_1/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_1/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_1/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_1
143,realistic_sensor__noise_0__seed_2,realistic_sensor,Realistic,realistic_sensor_noise_0,realistic_sensor,mixed_smooth,log(abs(x1) + 2.0) + 0.35*x2**2 - 0.2*cos(x3),x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,2,512,256,1024,0.0,0.0,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_2/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_2/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_2/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_2/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_2/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_2
144,realistic_sensor__noise_0__seed_3,realistic_sensor,Realistic,realistic_sensor_noise_0,realistic_sensor,mixed_smooth,log(abs(x1) + 2.0) + 0.35*x2**2 - 0.2*cos(x3),x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,3,512,256,1024,0.0,0.0,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_3/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_3/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_3/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_3/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_3/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_3
145,realistic_sensor__noise_0__seed_4,realistic_sensor,Realistic,realistic_sensor_noise_0,realistic_sensor,mixed_smooth,log(abs(x1) + 2.0) + 0.35*x2**2 - 0.2*cos(x3),x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,4,512,256,1024,0.0,0.0,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_4/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_4/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_4/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_4/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_4/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0__seed_4
146,realistic_sensor__noise_0.001__seed_0,realistic_sensor,Realistic,realistic_sensor_noise_0.001,realistic_sensor,mixed_smooth,log(abs(x1) + 2.0) + 0.35*x2**2 - 0.2*cos(x3),x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,0,512,256,1024,0.00047555786227243763,0.0004560641647024292,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0.001__seed_0/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0.001__seed_0/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0.001__seed_0/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0.001__seed_0/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0.001__seed_0/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0.001__seed_0
147,realistic_sensor__noise_0.001__seed_1,realistic_sensor,Realistic,realistic_sensor_noise_0.001,realistic_sensor,mixed_smooth,log(abs(x1) + 2.0) + 0.35*x2**2 - 0.2*cos(x3),x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,1,512,256,1024,0.00045133598734339544,0.00048828121463572024,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0.001__seed_1/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0.001__seed_1/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0.001__seed_1/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0.001__seed_1/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0.001__seed_1/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0.001__seed_1
148,realistic_sensor__noise_0.001__seed_2,realistic_sensor,Realistic,realistic_sensor_noise_0.001,realistic_sensor,mixed_smooth,log(abs(x1) + 2.0) + 0.35*x2**2 - 0.2*cos(x3),x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,2,512,256,1024,0.00047202018684812744,0.00044836195537051614,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0.001__seed_2/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0.001__seed_2/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0.001__seed_2/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0.001__seed_2/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0.001__seed_2/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0.001__seed_2
149,realistic_sensor__noise_0.001__seed_3,realistic_sensor,Realistic,realistic_sensor_noise_0.001,realistic_sensor,mixed_smooth,log(abs(x1) + 2.0) + 0.35*x2**2 - 0.2*cos(x3),x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,3,512,256,1024,0.0004904734450123434,0.00048316457624355375,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0.001__seed_3/train_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0.001__seed_3/val_noisy.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0.001__seed_3/test_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0.001__seed_3/train_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0.001__seed_3/val_clean.csv,data/noise_robustness_metric_v2/splits/realistic_sensor__noise_0.001__seed_3
